date,ayanamsa,sun_declination,equation_of_time,sun_long,sun_speed,moon_long,moon_speed,mars_long,mars_speed,mercury_long,mercury_speed,jupiter_long,jupiter_speed,venus_long,venus_speed,saturn_long,saturn_speed,uranus_long,uranus_speed,neptune_long,neptune_speed,pluto_long,pluto_speed,rahu_long,rahu_speed,ketu_long,ketu_speed
2024-09-06,24.2019,6.1460,1.84,164.3858,0.9704,201.4971,11.7752,91.0101,0.6004,146.4473,1.1321,79.6187,0.1008,189.7225,1.2233,346.1572,-0.0766,57.2467,-0.0041,358.9110,-0.0266,299.9275,-0.0153,6.6588,0.0158,186.6588,0.0158
2024-09-07,24.2019,5.7713,2.18,165.3564,0.9708,213.2973,11.8355,91.6091,0.5978,147.6334,1.2389,79.7182,0.0982,190.9457,1.2230,346.0805,-0.0767,57.2421,-0.0049,358.8844,-0.0267,299.9123,-0.0150,6.6787,0.0240,186.6787,0.0240
2024-09-08,24.2020,5.3949,2.52,166.3275,0.9713,225.1901,11.9617,92.2056,0.5951,148.9223,1.3373,79.8150,0.0954,192.1686,1.2228,346.0038,-0.0767,57.2368,-0.0058,358.8576,-0.0268,299.8975,-0.0146,6.7063,0.0303,186.7063,0.0303
2024-09-09,24.2020,5.0171,2.87,167.2990,0.9717,237.2448,12.1603,92.7993,0.5924,150.3051,1.4268,79.9091,0.0927,193.3913,1.2225,345.9272,-0.0766,57.2306,-0.0066,358.8307,-0.0270,299.8832,-0.0142,6.7361,0.0271,186.7361,0.0271
2024-09-10,24.2020,4.6379,3.22,168.2709,0.9722,249.5359,12.4344,93.3904,0.5897,151.7728,1.5071,80.0004,0.0899,194.6137,1.2223,345.8506,-0.0765,57.2236,-0.0074,358.8037,-0.0271,299.8691,-0.0138,6.7559,0.0107,186.7559,0.0107
2024-09-11,24.2021,4.2574,3.57,169.2433,0.9726,262.1380,12.7814,93.9788,0.5870,153.3162,1.5781,80.0890,0.0872,195.8358,1.2220,345.7741,-0.0764,57.2158,-0.0082,358.7766,-0.0272,299.8555,-0.0134,6.7562,-0.0094,186.7562,-0.0094
2024-09-12,24.2021,3.8757,3.93,170.2161,0.9730,275.1197,13.1910,94.5643,0.5842,154.9259,1.6398,80.1747,0.0843,197.0577,1.2217,345.6978,-0.0762,57.2072,-0.0090,358.7494,-0.0272,299.8423,-0.0130,6.7398,-0.0216,186.7398,-0.0216
2024-09-13,24.2022,3.4928,4.28,171.1894,0.9735,288.5343,13.6429,95.1471,0.5814,156.5928,1.6926,80.2576,0.0815,198.2792,1.2214,345.6217,-0.0760,57.1978,-0.0098,358.7221,-0.0273,299.8294,-0.0127,6.7160,-0.0250,186.7160,-0.0250
2024-09-14,24.2022,3.1090,4.64,172.1631,0.9739,302.4093,14.1056,95.7271,0.5785,158.3082,1.7368,80.3377,0.0786,199.5004,1.2211,345.5458,-0.0758,57.1875,-0.0107,358.6947,-0.0274,299.8170,-0.0123,6.6910,-0.0246,186.6910,-0.0246
2024-09-15,24.2022,2.7242,5.00,173.1372,0.9743,316.7352,14.5369,96.3042,0.5756,160.0636,1.7729,80.4148,0.0757,200.7213,1.2207,345.4701,-0.0755,57.1764,-0.0115,358.6673,-0.0275,299.8049,-0.0119,6.6673,-0.0227,186.6673,-0.0227
2024-09-16,24.2023,2.3386,5.36,174.1118,0.9748,331.4571,14.8898,96.8783,0.5727,161.8515,1.8016,80.4891,0.0728,201.9419,1.2204,345.3947,-0.0752,57.1645,-0.0123,358.6397,-0.0276,299.7932,-0.0115,6.6460,-0.0196,186.6460,-0.0196
2024-09-17,24.2023,1.9523,5.72,175.0868,0.9753,346.4740,15.1205,97.4496,0.5698,163.6647,1.8236,80.5604,0.0698,203.1621,1.2200,345.3197,-0.0749,57.1518,-0.0131,358.6121,-0.0276,299.7819,-0.0111,6.6288,-0.0142,186.6288,-0.0142
2024-09-18,24.2023,1.5652,6.08,176.0624,0.9758,1.6474,15.1996,98.0179,0.5668,165.4968,1.8396,80.6287,0.0668,204.3820,1.2197,345.2450,-0.0745,57.1383,-0.0139,358.5845,-0.0277,299.7709,-0.0107,6.6193,-0.0040,186.6193,-0.0040
2024-09-19,24.2024,1.1776,6.43,177.0385,0.9764,16.8199,15.1194,98.5832,0.5638,167.3422,1.8503,80.6940,0.0639,205.6015,1.2194,345.1707,-0.0741,57.1240,-0.0147,358.5568,-0.0277,299.7604,-0.0103,6.6212,0.0070,186.6212,0.0070
2024-09-20,24.2024,0.7895,6.79,178.0152,0.9770,31.8383,14.8959,99.1454,0.5607,169.1959,1.8564,80.7564,0.0609,206.8208,1.2192,345.0969,-0.0736,57.1089,-0.0155,358.5292,-0.0277,299.7503,-0.0099,6.6303,0.0093,186.6303,0.0093
2024-09-21,24.2025,0.4009,7.15,178.9925,0.9776,46.5752,14.5632,99.7046,0.5576,171.0537,1.8585,80.8157,0.0578,208.0398,1.2189,345.0235,-0.0731,57.0931,-0.0162,358.5015,-0.0277,299.7407,-0.0094,6.6372,0.0041,186.6372,0.0041
2024-09-22,24.2025,0.0119,7.50,179.9704,0.9782,60.9426,14.1642,100.2607,0.5545,172.9119,1.8573,80.8720,0.0548,209.2586,1.2186,344.9508,-0.0725,57.0765,-0.0170,358.4738,-0.0276,299.7315,-0.0090,6.6401,0.0032,186.6401,0.0032
2024-09-23,24.2025,-0.3773,7.85,180.9489,0.9789,74.8957,13.7413,100.8136,0.5512,174.7673,1.8532,80.9253,0.0517,210.4771,1.2184,344.8785,-0.0719,57.0591,-0.0177,358.4462,-0.0276,299.7227,-0.0085,6.6456,0.0077,186.6456,0.0077
2024-09-24,24.2026,-0.7666,8.20,181.9281,0.9795,88.4291,13.3296,101.3631,0.5479,176.6175,1.8468,80.9754,0.0485,211.6954,1.2181,344.8069,-0.0713,57.0410,-0.0185,358.4186,-0.0276,299.7144,-0.0081,6.6533,0.0060,186.6533,0.0060
2024-09-25,24.2026,-1.1561,8.55,182.9079,0.9801,101.5669,12.9536,101.9093,0.5445,178.4602,1.8384,81.0223,0.0454,212.9133,1.2178,344.7360,-0.0706,57.0222,-0.0193,358.3911,-0.0275,299.7065,-0.0077,6.6549,-0.0032,186.6549,-0.0032
2024-09-26,24.2027,-1.5455,8.89,183.8884,0.9807,114.3533,12.6281,102.4521,0.5410,180.2938,1.8285,81.0661,0.0422,214.1310,1.2176,344.6657,-0.0700,57.0025,-0.0200,358.3635,-0.0275,299.6990,-0.0072,6.6486,-0.0078,186.6486,-0.0078
2024-09-27,24.2027,-1.9348,9.23,184.8694,0.9814,126.8421,12.3591,102.9913,0.5375,182.1169,1.8174,81.1067,0.0390,215.3485,1.2173,344.5961,-0.0692,56.9821,-0.0208,358.3360,-0.0275,299.6920,-0.0068,6.6428,-0.0025,186.6428,-0.0025
2024-09-28,24.2027,-2.3238,9.56,185.8511,0.9820,139.0904,12.1467,103.5270,0.5338,183.9283,1.8054,81.1441,0.0357,216.5656,1.2170,344.5272,-0.0685,56.9610,-0.0215,358.3086,-0.0274,299.6854,-0.0064,6.6438,0.0038,186.6438,0.0038
2024-09-29,24.2028,-2.7125,9.89,186.8333,0.9826,151.1535,11.9878,104.0590,0.5301,185.7274,1.7926,81.1782,0.0325,217.7825,1.2167,344.4591,-0.0677,56.9391,-0.0223,358.2812,-0.0273,299.6793,-0.0059,6.6481,0.0038,186.6481,0.0038
2024-09-30,24.2028,-3.1008,10.22,187.8162,0.9831,163.0822,11.8772,104.5872,0.5264,187.5135,1.7794,81.2090,0.0292,218.9990,1.2164,344.3919,-0.0668,56.9165,-0.0230,358.2540,-0.0272,299.6735,-0.0055,6.6504,0.0008,186.6504,0.0008
2024-10-01,24.2028,-3.4886,10.54,188.7996,0.9837,174.9224,11.8100,105.1117,0.5225,189.2861,1.7659,81.2366,0.0259,220.2153,1.2161,344.3255,-0.0660,56.8932,-0.0237,358.2268,-0.0271,299.6683,-0.0050,6.6507,0.0002,186.6507,0.0002
2024-10-02,24.2029,-3.8757,10.86,189.7837,0.9843,186.7153,11.7820,105.6323,0.5186,191.0451,1.7521,81.2608,0.0226,221.4312,1.2158,344.2600,-0.0650,56.8691,-0.0244,358.1997,-0.0270,299.6635,-0.0046,6.6509,-0.0000,186.6509,-0.0000
2024-10-03,24.2029,-4.2620,11.17,190.7682,0.9849,198.4987,11.7911,106.1489,0.5147,192.7903,1.7382,81.2818,0.0193,222.6469,1.2155,344.1954,-0.0641,56.8444,-0.0251,358.1727,-0.0269,299.6592,-0.0041,6.6492,-0.0043,186.6492,-0.0043
2024-10-04,24.2030,-4.6475,11.47,191.7534,0.9854,210.3098,11.8374,106.6615,0.5106,194.5216,1.7244,81.2994,0.0160,223.8622,1.2151,344.1319,-0.0631,56.8190,-0.0257,358.1459,-0.0267,299.6553,-0.0036,6.6413,-0.0115,186.6413,-0.0115
2024-10-05,24.2030,-5.0321,11.77,192.7391,0.9860,222.1867,11.9233,107.1701,0.5065,196.2391,1.7107,81.3138,0.0127,225.0771,1.2148,344.0693,-0.0620,56.7929,-0.0264,358.1192,-0.0266,299.6519,-0.0031,6.6272,-0.0157,186.6272,-0.0157
2024-10-06,24.2030,-5.4156,12.06,193.7254,0.9865,234.1710,12.0530,107.6745,0.5023,197.9430,1.6971,81.3248,0.0093,226.2917,1.2144,344.0078,-0.0609,56.7662,-0.0270,358.0928,-0.0264,299.6490,-0.0026,6.6117,-0.0147,186.6117,-0.0147
2024-10-07,24.2031,-5.7979,12.35,194.7121,0.9870,246.3089,12.2314,108.1747,0.4981,199.6334,1.6837,81.3324,0.0060,227.5059,1.2140,343.9474,-0.0598,56.7388,-0.0277,358.0664,-0.0262,299.6466,-0.0022,6.5980,-0.0130,186.5980,-0.0130
2024-10-08,24.2031,-6.1790,12.63,195.6995,0.9876,258.6516,12.4631,108.6706,0.4937,201.3105,1.6705,81.3368,0.0027,228.7198,1.2136,343.8882,-0.0587,56.7109,-0.0283,358.0403,-0.0260,299.6447,-0.0017,6.5847,-0.0139,186.5847,-0.0139
2024-10-09,24.2031,-6.5586,12.90,196.6873,0.9881,271.2538,12.7507,109.1622,0.4893,202.9745,1.6576,81.3377,-0.0007,229.9332,1.2132,343.8301,-0.0575,56.6823,-0.0289,358.0144,-0.0258,299.6433,-0.0012,6.5710,-0.0126,186.5710,-0.0126
2024-10-10,24.2032,-6.9368,13.17,197.6756,0.9885,284.1711,13.0927,109.6493,0.4849,204.6257,1.6449,81.3354,-0.0040,231.1462,1.2128,343.7731,-0.0563,56.6530,-0.0295,357.9887,-0.0256,299.6423,-0.0007,6.5619,-0.0044,186.5619,-0.0044
2024-10-11,24.2032,-7.3134,13.42,198.6644,0.9890,297.4549,13.4813,110.1319,0.4803,206.2644,1.6325,81.3297,-0.0074,232.3588,1.2123,343.7174,-0.0551,56.6232,-0.0301,357.9632,-0.0254,299.6418,-0.0002,6.5633,0.0069,186.5633,0.0069
2024-10-12,24.2033,-7.6883,13.67,199.6536,0.9895,311.1436,13.8991,110.6099,0.4757,207.8908,1.6204,81.3206,-0.0108,233.5709,1.2118,343.6628,-0.0539,56.5928,-0.0307,357.9378,-0.0252,299.6418,0.0002,6.5745,0.0146,186.5745,0.0146
2024-10-13,24.2033,-8.0614,13.91,200.6434,0.9900,325.2537,14.3183,111.0832,0.4710,209.5053,1.6086,81.3081,-0.0141,234.7824,1.2113,343.6096,-0.0527,56.5618,-0.0313,357.9128,-0.0250,299.6423,0.0007,6.5912,0.0182,186.5912,0.0182
2024-10-14,24.2033,-8.4326,14.15,201.6336,0.9905,339.7682,14.7009,111.5518,0.4662,211.1081,1.5970,81.2923,-0.0175,235.9935,1.2108,343.5575,-0.0514,56.5302,-0.0319,357.8879,-0.0248,299.6432,0.0011,6.6097,0.0180,186.6097,0.0180
2024-10-15,24.2034,-8.8017,14.37,202.6243,0.9910,354.6286,15.0026,112.0156,0.4614,212.6994,1.5858,81.2732,-0.0208,237.2040,1.2103,343.5068,-0.0501,56.4981,-0.0324,357.8632,-0.0245,299.6446,0.0016,6.6246,0.0106,186.6246,0.0106
2024-10-16,24.2034,-9.1688,14.58,203.6155,0.9915,9.7322,15.1808,112.4746,0.4564,214.2797,1.5748,81.2507,-0.0242,238.4140,1.2098,343.4574,-0.0487,56.4654,-0.0329,357.8389,-0.0242,299.6465,0.0021,6.6287,-0.0030,186.6287,-0.0030
2024-10-17,24.2035,-9.5337,14.79,204.6073,0.9920,24.9388,15.2051,112.9285,0.4514,215.8491,1.5641,81.2249,-0.0275,239.6235,1.2093,343.4094,-0.0474,56.4322,-0.0335,357.8148,-0.0240,299.6488,0.0026,6.6188,-0.0167,186.6188,-0.0167
2024-10-18,24.2035,-9.8963,14.98,205.5996,0.9926,40.0877,15.0662,113.3774,0.4463,217.4080,1.5536,81.1957,-0.0308,240.8326,1.2088,343.3627,-0.0460,56.3985,-0.0339,357.7909,-0.0237,299.6516,0.0031,6.5954,-0.0305,186.5954,-0.0305
2024-10-19,24.2035,-10.2565,15.16,206.5926,0.9933,55.0217,14.7798,113.8212,0.4411,218.9564,1.5434,81.1633,-0.0341,242.0411,1.2083,343.3175,-0.0445,56.3643,-0.0344,357.7674,-0.0234,299.6550,0.0036,6.5572,-0.0459,186.5572,-0.0459
2024-10-20,24.2036,-10.6142,15.34,207.5861,0.9939,69.6102,14.3829,114.2597,0.4358,220.4948,1.5333,81.1276,-0.0374,243.2491,1.2078,343.2737,-0.0431,56.3297,-0.0349,357.7442,-0.0230,299.6588,0.0041,6.5058,-0.0546,186.5058,-0.0546
2024-10-21,24.2036,-10.9694,15.50,208.5803,0.9945,83.7667,13.9240,114.6927,0.4303,222.0231,1.5234,81.0886,-0.0407,244.4567,1.2073,343.2313,-0.0416,56.2946,-0.0353,357.7213,-0.0227,299.6632,0.0046,6.4533,-0.0478,186.4533,-0.0478
2024-10-22,24.2036,-11.3219,15.65,209.5751,0.9951,97.4537,13.4515,115.1203,0.4247,223.5415,1.5135,81.0463,-0.0439,245.6638,1.2068,343.1904,-0.0402,56.2590,-0.0358,357.6988,-0.0224,299.6680,0.0051,6.4133,-0.0317,186.4133,-0.0317
2024-10-23,24.2037,-11.6715,15.79,210.5706,0.9958,110.6786,13.0056,115.5422,0.4190,225.0501,1.5037,81.0007,-0.0472,246.8703,1.2063,343.1510,-0.0387,56.2230,-0.0362,357.6765,-0.0221,299.6733,0.0055,6.3897,-0.0158,186.3897,-0.0158
2024-10-24,24.2037,-12.0183,15.91,211.5667,0.9964,123.4833,12.6146,115.9582,0.4131,226.5490,1.4940,80.9518,-0.0505,248.0764,1.2058,343.1131,-0.0372,56.1865,-0.0367,357.6546,-0.0218,299.6791,0.0060,6.3818,0.0004,186.3818,0.0004
2024-10-25,24.2038,-12.3620,16.03,212.5633,0.9970,135.9317,12.2950,116.3683,0.4071,228.0381,1.4842,80.8997,-0.0537,249.2819,1.2053,343.0767,-0.0357,56.1496,-0.0371,357.6330,-0.0214,299.6853,0.0065,6.3913,0.0186,186.3913,0.0186
2024-10-26,24.2038,-12.7026,16.13,213.5606,0.9976,148.0994,12.0535,116.7724,0.4009,229.5173,1.4743,80.8444,-0.0570,250.4869,1.2047,343.0418,-0.0341,56.1123,-0.0375,357.6117,-0.0211,299.6920,0.0069,6.4173,0.0316,186.4173,0.0316
2024-10-27,24.2038,-13.0400,16.22,214.5585,0.9982,160.0646,11.8895,117.1701,0.3946,230.9866,1.4642,80.7858,-0.0602,251.6914,1.2042,343.0084,-0.0325,56.0746,-0.0379,357.5907,-0.0208,299.6992,0.0074,6.4502,0.0322,186.4502,0.0322
2024-10-28,24.2039,-13.3739,16.29,215.5570,0.9988,171.9026,11.7976,117.5615,0.3882,232.4457,1.4540,80.7240,-0.0633,252.8953,1.2036,342.9767,-0.0310,56.0365,-0.0383,357.5702,-0.0204,299.7068,0.0079,6.4781,0.0221,186.4781,0.0221
2024-10-29,24.2039,-13.7044,16.36,216.5560,0.9993,183.6812,11.7693,117.9464,0.3816,233.8944,1.4434,80.6591,-0.0664,254.0987,1.2031,342.9466,-0.0293,55.9981,-0.0386,357.5500,-0.0200,299.7149,0.0084,6.4922,0.0051,186.4922,0.0051
2024-10-30,24.2040,-14.0313,16.41,217.5556,0.9999,195.4591,11.7946,118.3247,0.3749,235.3323,1.4324,80.5911,-0.0695,255.3015,1.2025,342.9180,-0.0277,55.9593,-0.0389,357.5302,-0.0196,299.7235,0.0088,6.4859,-0.0189,186.4859,-0.0189
2024-10-31,24.2040,-14.3544,16.45,218.5558,1.0005,207.2850,11.8636,118.6961,0.3680,236.7590,1.4209,80.5201,-0.0726,256.5037,1.2019,342.8911,-0.0261,55.9202,-0.0392,357.5108,-0.0192,299.7326,0.0093,6.4527,-0.0479,186.4527,-0.0479
2024-11-01,24.2040,-14.6737,16.47,219.5566,1.0010,219.1979,11.9673,119.0606,0.3610,238.1740,1.4088,80.4460,-0.0756,257.7052,1.2013,342.8659,-0.0244,55.8809,-0.0395,357.4918,-0.0188,299.7422,0.0098,6.3906,-0.0754,186.3906,-0.0754
2024-11-02,24.2041,-14.9891,16.48,220.5579,1.0015,231.2287,12.0985,119.4181,0.3539,239.5764,1.3959,80.3690,-0.0785,258.9062,1.2006,342.8424,-0.0227,55.8412,-0.0398,357.4732,-0.0184,299.7523,0.0103,6.3045,-0.0952,186.3045,-0.0952
2024-11-03,24.2041,-15.3004,16.48,221.5596,1.0020,243.4026,12.2528,119.7683,0.3466,240.9655,1.3822,80.2890,-0.0814,260.1065,1.1999,342.8205,-0.0210,55.8013,-0.0400,357.4550,-0.0179,299.7628,0.0108,6.2028,-0.1070,186.2028,-0.1070
2024-11-04,24.2041,-15.6075,16.46,222.5619,1.0025,255.7416,12.4289,120.1111,0.3391,242.3404,1.3673,80.2062,-0.0843,261.3061,1.1992,342.8004,-0.0193,55.7612,-0.0402,357.4373,-0.0175,299.7738,0.0113,6.0930,-0.1112,186.0930,-0.1112
2024-11-05,24.2042,-15.9103,16.43,223.5647,1.0030,268.2680,12.6280,120.4464,0.3315,243.6998,1.3512,80.1205,-0.0870,262.5049,1.1985,342.7820,-0.0176,55.7208,-0.0405,357.4201,-0.0170,299.7853,0.0117,5.9840,-0.1045,185.9840,-0.1045
2024-11-06,24.2042,-16.2086,16.38,224.5679,1.0034,281.0064,12.8535,120.7741,0.3238,245.0424,1.3336,80.0321,-0.0898,263.7030,1.1977,342.7653,-0.0159,55.6803,-0.0407,357.4033,-0.0166,299.7973,0.0122,5.8888,-0.0833,185.8888,-0.0833
2024-11-07,24.2043,-16.5024,16.33,225.5715,1.0038,293.9849,13.1090,121.0939,0.3159,246.3665,1.3143,79.9410,-0.0925,264.9003,1.1969,342.7503,-0.0141,55.6395,-0.0408,357.3869,-0.0161,299.8097,0.0127,5.8214,-0.0504,185.8214,-0.0504
2024-11-08,24.2043,-16.7916,16.26,226.5756,1.0042,307.2349,13.3961,121.4058,0.3078,247.6703,1.2930,79.8472,-0.0951,266.0967,1.1960,342.7370,-0.0124,55.5986,-0.0410,357.3710,-0.0157,299.8226,0.0131,5.7883,-0.0168,185.7883,-0.0168
2024-11-09,24.2043,-17.0760,16.17,227.5800,1.0046,320.7868,13.7117,121.7095,0.2996,248.9517,1.2693,79.7508,-0.0977,267.2923,1.1951,342.7254,-0.0107,55.5575,-0.0412,357.3555,-0.0152,299.8359,0.0135,5.7846,0.0073,185.7846,0.0073
2024-11-10,24.2044,-17.3555,16.07,228.5849,1.0050,334.6642,14.0445,122.0049,0.2912,250.2080,1.2430,79.6518,-0.1002,268.4868,1.1941,342.7156,-0.0090,55.5163,-0.0413,357.3405,-0.0148,299.8497,0.0140,5.7989,0.0194,185.7989,0.0194
2024-11-11,24.2044,-17.6300,15.96,229.5901,1.0054,348.8747,14.3733,122.2919,0.2827,251.4365,1.2135,79.5504,-0.1026,269.6804,1.1931,342.7075,-0.0072,55.4749,-0.0414,357.3259,-0.0143,299.8639,0.0144,5.8195,0.0196,185.8195,0.0196
2024-11-12,24.2044,-17.8995,15.83,230.5957,1.0058,3.3992,14.6667,122.5703,0.2741,252.6338,1.1805,79.4466,-0.1050,270.8730,1.1921,342.7012,-0.0055,55.4334,-0.0415,357.3119,-0.0138,299.8785,0.0149,5.8329,0.0042,185.8329,0.0042
2024-11-13,24.2045,-18.1637,15.69,231.6016,1.0062,18.1834,14.8857,122.8400,0.2653,253.7962,1.1434,79.3404,-0.1073,272.0646,1.1910,342.6966,-0.0037,55.3918,-0.0416,357.2983,-0.0133,299.8936,0.0153,5.8226,-0.0268,185.8226,-0.0268
2024-11-14,24.2045,-18.4226,15.54,232.6081,1.0066,33.1329,14.9914,123.1008,0.2563,254.9191,1.1016,79.2321,-0.1095,273.2551,1.1900,342.6937,-0.0019,55.3502,-0.0416,357.2852,-0.0128,299.9091,0.0158,5.7773,-0.0637,185.7773,-0.0637
2024-11-15,24.2046,-18.6761,15.37,233.6149,1.0071,48.1187,14.9551,123.3525,0.2471,255.9976,1.0545,79.1216,-0.1116,274.4445,1.1889,342.6927,-0.0002,55.3085,-0.0417,357.2726,-0.0123,299.9251,0.0162,5.6966,-0.0968,185.6966,-0.0968
2024-11-16,24.2046,-18.9241,15.18,234.6222,1.0075,62.9928,14.7685,123.5949,0.2378,257.0260,1.0012,79.0089,-0.1136,275.6329,1.1878,342.6934,0.0016,55.2669,-0.0417,357.2606,-0.0118,299.9415,0.0167,5.5857,-0.1240,185.5857,-0.1240
2024-11-17,24.2046,-19.1666,14.99,235.6300,1.0080,77.6110,14.4482,123.8279,0.2282,257.9977,0.9410,78.8943,-0.1156,276.8201,1.1867,342.6959,0.0034,55.2252,-0.0417,357.2490,-0.0113,299.9584,0.0171,5.4518,-0.1413,185.4518,-0.1413
2024-11-18,24.2047,-19.4033,14.78,236.6382,1.0085,91.8570,14.0318,124.0513,0.2184,258.9053,0.8729,78.7777,-0.1176,278.0062,1.1855,342.7001,0.0051,55.1836,-0.0416,357.2380,-0.0108,299.9757,0.0175,5.3094,-0.1398,185.3094,-0.1398
2024-11-19,24.2047,-19.6343,14.55,237.6470,1.0090,105.6586,13.5677,124.2647,0.2084,259.7405,0.7960,78.6592,-0.1194,279.1911,1.1843,342.7061,0.0069,55.1419,-0.0416,357.2275,-0.0102,299.9934,0.0179,5.1789,-0.1184,185.1789,-0.1184
2024-11-20,24.2048,-19.8594,14.31,238.6562,1.0094,118.9926,13.1040,124.4680,0.1981,260.4940,0.7092,78.5389,-0.1212,280.3749,1.1831,342.7139,0.0086,55.1003,-0.0416,357.2175,-0.0097,300.0116,0.0183,5.0763,-0.0858,185.0763,-0.0858
2024-11-21,24.2048,-20.0784,14.06,239.6658,1.0099,131.8801,12.6802,124.6609,0.1877,261.1554,0.6116,78.4169,-0.1229,281.5573,1.1819,342.7234,0.0104,55.0588,-0.0415,357.2080,-0.0092,300.0301,0.0187,5.0086,-0.0494,185.0086,-0.0494
2024-11-22,24.2048,-20.2914,13.80,240.6760,1.0104,144.3759,12.3243,124.8433,0.1770,261.7133,0.5023,78.2932,-0.1245,282.7386,1.1806,342.7346,0.0121,55.0173,-0.0415,357.1990,-0.0087,300.0490,0.0191,4.9772,-0.0144,184.9772,-0.0144
2024-11-23,24.2049,-20.4981,13.52,241.6866,1.0108,156.5568,12.0524,125.0148,0.1661,262.1557,0.3803,78.1679,-0.1260,283.9185,1.1793,342.7476,0.0139,54.9759,-0.0414,357.1906,-0.0082,300.0683,0.0195,4.9764,0.0103,184.9764,0.0103
2024-11-24,24.2049,-20.6986,13.22,242.6976,1.0113,168.5111,11.8714,125.1754,0.1550,262.4696,0.2453,78.0412,-0.1274,285.0972,1.1780,342.7624,0.0156,54.9346,-0.0413,357.1827,-0.0076,300.0880,0.0199,4.9919,0.0176,184.9919,0.0176
2024-11-25,24.2049,-20.8927,12.92,243.7091,1.0117,180.3296,11.7802,125.3247,0.1436,262.6418,0.0971,77.9131,-0.1287,286.2745,1.1766,342.7789,0.0174,54.8934,-0.0411,357.1753,-0.0071,300.1081,0.0203,5.0059,0.0079,185.0059,0.0079
2024-11-26,24.2050,-21.0802,12.60,244.7211,1.0122,192.0993,11.7722,125.4626,0.1321,262.6595,-0.0636,77.7837,-0.1300,287.4504,1.1752,342.7972,0.0192,54.8523,-0.0410,357.1685,-0.0066,300.1286,0.0207,5.0030,-0.0162,185.0030,-0.0162
2024-11-27,24.2050,-21.2612,12.27,245.7335,1.0126,203.8983,11.8370,125.5888,0.1203,262.5108,-0.2353,77.6532,-0.1311,288.6248,1.1737,342.8173,0.0209,54.8115,-0.0408,357.1622,-0.0060,300.1495,0.0211,4.9688,-0.0545,184.9688,-0.0545
2024-11-28,24.2051,-21.4355,11.93,246.7463,1.0130,215.7931,11.9612,125.7032,0.1084,262.1862,-0.4151,77.5216,-0.1321,289.7978,1.1722,342.8391,0.0227,54.7708,-0.0406,357.1565,-0.0054,300.1707,0.0215,4.8910,-0.1016,184.8910,-0.1016
2024-11-29,24.2051,-21.6030,11.58,247.7595,1.0134,227.8354,12.1294,125.8055,0.0963,261.6793,-0.5989,77.3891,-0.1330,290.9693,1.1707,342.8627,0.0245,54.7303,-0.0403,357.1514,-0.0048,300.1924,0.0219,4.7667,-0.1455,184.7667,-0.1455
2024-11-30,24.2051,-21.7637,11.21,248.7730,1.0138,240.0610,12.3252,125.8956,0.0839,260.9891,-0.7807,77.2557,-0.1338,292.1392,1.1691,342.8880,0.0262,54.6901,-0.0401,357.1468,-0.0043,300.2145,0.0222,4.6039,-0.1780,184.6039,-0.1780
2024-12-01,24.2052,-21.9174,10.83,249.7870,1.0141,252.4898,12.5333,125.9733,0.0714,260.1210,-0.9532,77.1215,-0.1345,293.3075,1.1674,342.9151,0.0280,54.6502,-0.0398,357.1428,-0.0037,300.2369,0.0226,4.4142,-0.1996,184.4142,-0.1996
2024-12-02,24.2052,-22.0641,10.45,250.8013,1.0144,265.1276,12.7416,126.0384,0.0587,259.0886,-1.1078,76.9868,-0.1350,294.4740,1.1657,342.9439,0.0297,54.6105,-0.0395,357.1394,-0.0031,300.2597,0.0230,4.2084,-0.2095,184.2084,-0.2095
2024-12-03,24.2053,-22.2037,10.05,251.8158,1.0147,277.9704,12.9424,126.0907,0.0459,257.9143,-1.2354,76.8515,-0.1355,295.6388,1.1638,342.9745,0.0314,54.5711,-0.0392,357.1366,-0.0025,300.2828,0.0233,4.0018,-0.1998,184.0018,-0.1998
2024-12-04,24.2053,-22.3362,9.64,252.8307,1.0150,291.0092,13.1338,126.1301,0.0329,256.6296,-1.3274,76.7158,-0.1359,296.8017,1.1619,343.0068,0.0332,54.5320,-0.0389,357.1344,-0.0020,300.3064,0.0237,3.8167,-0.1666,183.8167,-0.1666
2024-12-05,24.2053,-22.4614,9.23,253.8458,1.0152,304.2357,13.3188,126.1564,0.0197,255.2737,-1.3769,76.5797,-0.1362,297.9626,1.1599,343.0408,0.0348,54.4932,-0.0386,357.1327,-0.0014,300.3302,0.0240,3.6736,-0.1181,183.6736,-0.1181
2024-12-06,24.2054,-22.5793,8.80,254.8611,1.0154,317.6468,13.5040,126.1695,0.0064,253.8914,-1.3799,76.4435,-0.1363,299.1215,1.1579,343.0765,0.0365,54.4548,-0.0383,357.1316,-0.0008,300.3544,0.0243,3.5808,-0.0685,183.5808,-0.0685
2024-12-07,24.2054,-22.6898,8.37,255.8766,1.0156,331.2460,13.6960,126.1692,-0.0070,252.5296,-1.3361,76.3071,-0.1364,300.2783,1.1557,343.1139,0.0382,54.4166,-0.0379,357.1310,-0.0003,300.3788,0.0246,3.5336,-0.0280,183.5336,-0.0280
2024-12-08,24.2054,-22.7929,7.93,256.8923,1.0158,345.0421,13.8977,126.1555,-0.0205,251.2339,-1.2486,76.1707,-0.1363,301.4329,1.1534,343.1529,0.0399,54.3789,-0.0376,357.1310,0.0003,300.4036,0.0249,3.5198,-0.0025,183.5198,-0.0025
