date,ayanamsa,sun_declination,equation_of_time,sun_long,sun_speed,moon_long,moon_speed,mars_long,mars_speed,mercury_long,mercury_speed,jupiter_long,jupiter_speed,venus_long,venus_speed,saturn_long,saturn_speed,uranus_long,uranus_speed,neptune_long,neptune_speed,pluto_long,pluto_speed,rahu_long,rahu_speed,ketu_long,ketu_speed
2024-12-09,24.2055,-22.8885,7.49,257.9081,1.0159,359.0433,14.1046,126.1283,-0.0340,250.0450,-1.1237,76.0344,-0.1362,302.5851,1.1511,343.1936,0.0415,54.3415,-0.0372,357.1316,0.0009,300.4287,0.0253,3.5220,0.0031,183.5220,0.0031
2024-12-10,24.2055,-22.9766,7.03,258.9241,1.0161,13.2486,14.3026,126.0874,-0.0477,248.9962,-0.9699,75.8984,-0.1359,303.7350,1.1486,343.2360,0.0432,54.3045,-0.0368,357.1327,0.0014,300.4542,0.0256,3.5181,-0.0148,183.5181,-0.0148
2024-12-11,24.2056,-23.0571,6.57,259.9403,1.0163,27.6377,14.4677,126.0329,-0.0614,248.1119,-0.7962,75.7627,-0.1355,304.8824,1.1461,343.2800,0.0448,54.2680,-0.0363,357.1345,0.0020,300.4799,0.0259,3.4857,-0.0527,183.4857,-0.0527
2024-12-12,24.2056,-23.1299,6.11,260.9567,1.0165,42.1628,14.5693,125.9646,-0.0752,247.4074,-0.6117,75.6274,-0.1350,306.0272,1.1435,343.3256,0.0465,54.2319,-0.0359,357.1368,0.0026,300.5059,0.0262,3.4098,-0.0996,183.4098,-0.0996
2024-12-13,24.2056,-23.1952,5.64,261.9732,1.0166,56.7450,14.5772,125.8825,-0.0890,246.8896,-0.4240,75.4927,-0.1344,307.1694,1.1409,343.3729,0.0481,54.1962,-0.0354,357.1398,0.0032,300.5323,0.0265,3.2870,-0.1453,183.2870,-0.1453
2024-12-14,24.2057,-23.2527,5.16,262.9899,1.0168,71.2791,14.4711,125.7866,-0.1029,246.5582,-0.2396,75.3587,-0.1337,308.3089,1.1381,343.4218,0.0497,54.1611,-0.0349,357.1433,0.0038,300.5590,0.0268,3.1215,-0.1840,183.1215,-0.1840
2024-12-15,24.2057,-23.3026,4.68,264.0069,1.0170,85.6480,14.2481,125.6767,-0.1168,246.4077,-0.0631,75.2254,-0.1329,309.4456,1.1352,343.4723,0.0513,54.1264,-0.0344,357.1474,0.0044,300.5859,0.0271,2.9236,-0.2086,182.9236,-0.2086
2024-12-16,24.2058,-23.3447,4.19,265.0240,1.0172,99.7419,13.9255,125.5529,-0.1308,246.4284,0.1025,75.0929,-0.1320,310.5794,1.1323,343.5244,0.0529,54.0923,-0.0339,357.1521,0.0050,300.6131,0.0274,2.7120,-0.2102,182.7120,-0.2102
2024-12-17,24.2058,-23.3790,3.71,266.0414,1.0174,113.4767,13.5365,125.4151,-0.1448,246.6084,0.2553,74.9613,-0.1311,311.7102,1.1293,343.5781,0.0544,54.0586,-0.0334,357.1574,0.0056,300.6406,0.0276,2.5114,-0.1875,182.5114,-0.1875
2024-12-18,24.2058,-23.4056,3.22,267.0589,1.0176,126.8062,13.1219,125.2634,-0.1587,246.9345,0.3945,74.8308,-0.1300,312.8379,1.1262,343.6333,0.0560,54.0255,-0.0329,357.1632,0.0061,300.6683,0.0279,2.3423,-0.1487,182.3423,-0.1487
2024-12-19,24.2059,-23.4243,2.72,268.0767,1.0178,139.7253,12.7217,125.0977,-0.1727,247.3929,0.5201,74.7013,-0.1289,313.9625,1.1230,343.6900,0.0575,53.9928,-0.0324,357.1696,0.0067,300.6963,0.0281,2.2164,-0.1023,182.2164,-0.1023
2024-12-20,24.2059,-23.4353,2.23,269.0946,1.0180,152.2657,12.3695,124.9181,-0.1865,247.9703,0.6326,74.5730,-0.1276,315.0838,1.1197,343.7482,0.0590,53.9607,-0.0318,357.1766,0.0072,300.7245,0.0283,2.1378,-0.0557,182.1378,-0.0557
2024-12-21,24.2059,-23.4384,1.73,270.1128,1.0183,164.4885,12.0895,124.7247,-0.2002,248.6540,0.7328,74.4461,-0.1263,316.2018,1.1163,343.8080,0.0605,53.9292,-0.0313,357.1841,0.0078,300.7530,0.0286,2.1017,-0.0192,182.1017,-0.0192
2024-12-22,24.2060,-23.4336,1.24,271.1311,1.0185,176.4738,11.8965,124.5177,-0.2138,249.4322,0.8216,74.3205,-0.1248,317.3164,1.1128,343.8692,0.0620,53.8982,-0.0307,357.1922,0.0084,300.7816,0.0288,2.0931,-0.0015,182.0931,-0.0015
2024-12-23,24.2060,-23.4210,0.74,272.1497,1.0187,188.3129,11.7974,124.2972,-0.2272,250.2939,0.9002,74.1964,-0.1233,318.4275,1.1093,343.9320,0.0635,53.8678,-0.0301,357.2008,0.0089,300.8105,0.0290,2.0924,-0.0030,182.0924,-0.0030
2024-12-24,24.2061,-23.4005,0.24,273.1684,1.0188,200.0999,11.7919,124.0635,-0.2403,251.2295,0.9695,74.0739,-0.1216,319.5349,1.1056,343.9962,0.0650,53.8381,-0.0295,357.2101,0.0095,300.8396,0.0292,2.0817,-0.0213,182.0817,-0.0213
2024-12-25,24.2061,-23.3722,-0.26,274.1874,1.0190,211.9263,11.8747,123.8167,-0.2532,252.2302,1.0306,73.9531,-0.1199,320.6386,1.1018,344.0619,0.0664,53.8089,-0.0288,357.2199,0.0101,300.8690,0.0295,2.0439,-0.0573,182.0439,-0.0573
2024-12-26,24.2061,-23.3361,-0.75,275.2065,1.0192,223.8752,12.0350,123.5571,-0.2658,253.2884,1.0845,73.8341,-0.1181,321.7384,1.0978,344.1291,0.0679,53.7804,-0.0282,357.2303,0.0107,300.8985,0.0297,1.9621,-0.1078,181.9621,-0.1078
2024-12-27,24.2062,-23.2921,-1.24,276.2257,1.0193,236.0169,12.2572,123.2851,-0.2781,254.3972,1.1320,73.7170,-0.1161,322.8342,1.0938,344.1977,0.0694,53.7526,-0.0275,357.2412,0.0113,300.9283,0.0299,1.8281,-0.1590,181.8281,-0.1590
2024-12-28,24.2062,-23.2404,-1.73,277.2451,1.0194,248.4035,12.5212,123.0011,-0.2900,255.5506,1.1740,73.6019,-0.1141,323.9259,1.0896,344.2678,0.0708,53.7254,-0.0268,357.2528,0.0118,300.9583,0.0301,1.6482,-0.1982,181.6482,-0.1982
2024-12-29,24.2062,-23.1809,-2.22,278.2646,1.0195,261.0654,12.8037,122.7053,-0.3014,256.7435,1.2111,73.4888,-0.1120,325.0133,1.0852,344.3393,0.0722,53.6990,-0.0261,357.2649,0.0124,300.9885,0.0303,1.4365,-0.2227,181.4365,-0.2227
2024-12-30,24.2063,-23.1136,-2.70,279.2842,1.0196,274.0092,13.0812,122.3983,-0.3124,257.9713,1.2439,73.3778,-0.1099,326.0963,1.0807,344.4122,0.0736,53.6732,-0.0254,357.2776,0.0130,301.0189,0.0305,1.2078,-0.2316,181.2078,-0.2316
2024-12-31,24.2063,-23.0386,-3.18,280.3038,1.0196,287.2190,13.3328,122.0806,-0.3229,259.2301,1.2731,73.2691,-0.1076,327.1747,1.0760,344.4865,0.0749,53.6481,-0.0247,357.2909,0.0135,301.0494,0.0306,0.9804,-0.2190,180.9804,-0.2190
